الشركة,رقم الحساب,اسم الحساب,التاريخ,رقم السند,نوع المستند,البيان/الشرح,المبلغ
SHK,6020101015,مصاريف تحميل وتنزيل,1/22/2026,26100277,قيد يومي,نضال,30
SHK,6010101012,مصاريف لوازم مستهلكة,1/22/2026,26100278,قيد يومي,ف/رقم 96 لف مضخة,60
SHK,6010101012,مصاريف لوازم مستهلكة,1/22/2026,26100278,قيد يومي,صوبة للسعودية,120
SHK,6010101009,مصاريف متفرقة,1/22/2026,26100278,قيد يومي,رسوم طريق,0.85
SHK,6010101009,مصاريف متفرقة,1/22/2026,26100278,قيد يومي,رسوم طريق,0.85
SHK,6020101014,خصم مسموح به,1/21/2026,26000993,قيد يومي,خ ن ف 26100214,8.777
SHK,6010101007,مصاريف مياه,1/25/2026,26100282,قيد يومي,مصاريف مياه,10
SHK,6010101017,مصاريف عينات,1/25/2026,26100282,قيد يومي,طحين 1250 غم,4
SHK,6020101012,مصاريف محروقات سيارات,1/25/2026,26100282,قيد يومي,كاز ابو ادريس,10
SHK,6020101010,مصاريف صيانة سيارات,1/25/2026,26100282,قيد يومي,لمبات خلفية,5
SHK,6010101022,مصاريف عمولات زين كاش,1/25/2026,26100293,قيد يومي,مصاريف نقل دبي,0.35
SHK,6020101008,مصاريف نقل وشحن,1/25/2026,26100293,قيد يومي,مصاريف نقل دبي,1200
SHK,6010101012,مصاريف لوازم مستهلكة,1/25/2026,26100294,قيد يومي,ف/79314,23.276
SHK,6010101020,مصاريف حكومية,1/25/2026,26100295,قيد يومي,مصاريف حكومية دائرة الاثار العامة,4.1
SHK,6010101020,مصاريف حكومية,1/25/2026,26100296,قيد يومي,مصاريف حكومية,12
SHK,6010101020,مصاريف حكومية,1/25/2026,26100298,قيد يومي,مصاريف حكومية,4.3
SHK,6010101012,مصاريف لوازم مستهلكة,1/25/2026,26100299,قيد يومي,ف/79544,42.241
SHK,6020101014,خصم مسموح به,1/25/2026,26100306,قيد يومي,خصم فرق حساب خيرات الكرم,175.124
SHK,6010101008,مصاريف أتعاب مهنية,1/25/2026,26000145,فاتورة مشتريات,A/P Invoices - LV0000193,2750
SHK,6010101024,مصاريف مواصلات,1/25/2026,26000075,سند صرف,مصاريف مواصلات بدوي,14
SHK,6020101012,مصاريف محروقات سيارات,1/26/2026,26100317,قيد يومي,ديزل,10
SHK,6010101004,مصاريف ضيافة,1/26/2026,26100317,قيد يومي,سدر زرب,20
SHK,6010101012,مصاريف لوازم مستهلكة,1/26/2026,26100317,قيد يومي,اجور صيانة انكودر,150
SHK,6010101012,مصاريف لوازم مستهلكة,1/26/2026,26100317,قيد يومي,ف/رقم 159833 شبر كوشوك,36
SHK,6020101012,مصاريف محروقات سيارات,1/26/2026,26100317,قيد يومي,ديزل,20
SHK,6010101004,مصاريف ضيافة,1/26/2026,26100317,قيد يومي,لبن,3
SHK,6010101004,مصاريف ضيافة,1/26/2026,26100317,قيد يومي,معالق,3.074
SHK,6010101004,مصاريف ضيافة,1/26/2026,26100317,قيد يومي,ف/رقم 13342,5.3
SHK,6020101010,مصاريف صيانة سيارات,1/26/2026,26100317,قيد يومي,غيار بريك امامي,8
SHK,6010101004,مصاريف ضيافة,1/26/2026,26100317,قيد يومي,لحم جدي,50
SHK,6020101010,مصاريف صيانة سيارات,1/26/2026,26100318,قيد يومي,بريك امامي كيا بنجو + بلاطات بريك امامي سيارة رقم 20794-47,44.446
SHK,6010101009,مصاريف متفرقة,1/15/2026,26001119,قيد يومي,متفرقة,7.416
SHK,6010101009,مصاريف متفرقة,1/26/2026,26100323,قيد يومي,طوابع,3.6
SHK,6010101022,مصاريف عمولات زين كاش,1/6/2026,26100328,قيد يومي,تحويل للبنك,0.35
SHK,6010101022,مصاريف عمولات زين كاش,1/6/2026,26100328,قيد يومي,تحويل للبنك,0.35
SHK,6010101022,مصاريف عمولات زين كاش,1/26/2026,26100329,قيد يومي,منسق جرش مول,0.35
SHK,6010101022,مصاريف عمولات زين كاش,1/26/2026,26100329,قيد يومي,الدكتور شخصي,0.35
SHK,6010101020,مصاريف حكومية,1/26/2026,26100329,قيد يومي,جمارك,30.5
SHK,6010101020,مصاريف حكومية,1/26/2026,26100329,قيد يومي,جمارك,30.5
SHK,6020101019,مصاريف منسقين,1/26/2026,26100329,قيد يومي,منسق جرش مول,30
SHK,6010101019,مصاريف رسوم ورخص وأشتراكات,1/26/2026,26100329,قيد يومي,نظام تتبع مركبات,600
SHK,6010101025,مصاريف هاتف,1/26/2026,26100329,قيد يومي,هاتف,7.86
SHK,6010101020,مصاريف حكومية,1/26/2026,26100329,قيد يومي,جمارك,30.5
SHK,6020101003,مصاريف تصدير,1/26/2026,26100330,قيد يومي,شهادة حلال - حلومي,248.5
SHK,6020101018,مصاريف فحص عينات,1/26/2026,26100331,قيد يومي,فحص عينات,146.552
SHK,6010101022,مصاريف عمولات زين كاش,1/26/2026,26100331,قيد يومي,فحص عينات,0.35
SHK,6010101022,مصاريف عمولات زين كاش,1/26/2026,26100333,قيد يومي,مقدر اراضي,0.35
SHK,6010101009,مصاريف متفرقة,1/26/2026,26100333,قيد يومي,مقدر اراضي,200
SHK,6010101022,مصاريف عمولات زين كاش,1/26/2026,26100334,قيد يومي,مصاريف سفر رجا ونادر الى دبي,0.35
SHK,6010101023,مصاريف سفر واقامة وتنقلات,1/26/2026,26100334,قيد يومي,مصاريف سفر رجا ونادر الى دبي,600
SHK,6010101022,مصاريف عمولات زين كاش,1/26/2026,26100336,قيد يومي,ادراة حسابات السوشال الميديا,0.35
SHK,6020101004,مصاريف دعاية وإعلان,1/26/2026,26100336,قيد يومي,ادراة حسابات السوشال الميديا,150
SHK,6010101022,مصاريف عمولات زين كاش,1/26/2026,26100340,قيد يومي,ابو حمزة الاكراد,0.35
SHK,6010101009,مصاريف متفرقة,1/27/2026,26100356,قيد يومي,طوابع,1.1
SHK,6020101005,مصاريف تعبئة وتغليف,1/18/2026,26000161,فاتورة مشتريات,A/P Invoices - LV0000290,550
SHK,6020101015,مصاريف تحميل وتنزيل,1/26/2026,26100361,قيد يومي,نضال,15
SHK,6020101015,مصاريف تحميل وتنزيل,1/27/2026,26100362,قيد يومي,نضال,15
SHK,6020101014,خصم مسموح به,1/28/2026,26100364,قيد يومي,خ ن ف 26100397,44.1
SHK,6020101014,خصم مسموح به,1/28/2026,26100365,قيد يومي,اغلاق فروقات,0.624
SHK,6010101009,مصاريف متفرقة,1/28/2026,26100368,قيد يومي,طوابع,128.49
SHK,6020101014,خصم مسموح به,1/28/2026,26100369,قيد يومي,خصم مسحوبات 2025,3199
SHK,6020101014,خصم مسموح به,1/28/2026,26001355,قيد يومي,خصم ستاند 2025 جرش مول و ربوة النصر,3000
SHK,6010101009,مصاريف متفرقة,1/28/2026,26100370,قيد يومي,طوابع,76.2
SHK,6010101009,مصاريف متفرقة,1/28/2026,26100372,قيد يومي,كراج قصر العدل,2.5
SHK,6010101004,مصاريف ضيافة,1/28/2026,26100372,قيد يومي,سدر زرب,20
SHK,6010101012,مصاريف لوازم مستهلكة,1/28/2026,26100372,قيد يومي,غاز,28
SHK,6010101004,مصاريف ضيافة,1/28/2026,26100372,قيد يومي,لبن,3
SHK,6010101012,مصاريف لوازم مستهلكة,1/28/2026,26100372,قيد يومي,شاحن,10
SHK,6020101010,مصاريف صيانة سيارات,1/28/2026,26100373,قيد يومي,بطارية,25.862
SHK,6010101003,مصاريف النظافة,1/28/2026,26100374,قيد يومي,اكياس,17.574
SHK,6020101015,مصاريف تحميل وتنزيل,1/28/2026,26100375,قيد يومي,تحميل وتنزيل,10
SHK,6010101012,مصاريف لوازم مستهلكة,1/28/2026,26100376,قيد يومي,ف/رقم 1208,94.828
SHK,6010101004,مصاريف ضيافة,1/28/2026,26100379,قيد يومي,ضيافة,37
SHK,6020101016,مصاريف قبان,1/28/2026,26100380,قيد يومي,قبان,2
SHK,6020101016,مصاريف قبان,1/28/2026,26100380,قيد يومي,قبان الحج حامد,2
SHK,6010101009,مصاريف متفرقة,1/28/2026,26100381,قيد يومي,مواقف,7.25
SHK,6020101018,مصاريف فحص عينات,1/28/2026,26001404,قيد يومي,ف/رقم 1209,135
SHK,6010101004,مصاريف ضيافة,1/28/2026,26100387,قيد يومي,قهوة 3 كغم,33
SHK,6010101009,مصاريف متفرقة,1/29/2026,26100393,قيد يومي,طوابع,16.9
SHK,6010101009,مصاريف متفرقة,1/29/2026,26100394,قيد يومي,طوابع,11.4
SHK,6010101025,مصاريف هاتف,1/29/2026,26100396,قيد يومي,مصاريف هاتف,21.02
SHK,6010101022,مصاريف عمولات زين كاش,1/29/2026,26100397,قيد يومي,رخصة مهن,0.35
SHK,6010101020,مصاريف حكومية,1/29/2026,26100397,قيد يومي,رخصة مهن,524
SHK,6020101013,مصاريف بيعية,1/29/2026,26100399,قيد يومي,مهند,90
SHK,6010101022,مصاريف عمولات زين كاش,1/29/2026,26100399,قيد يومي,مهند,0.35
SHK,6010101020,مصاريف حكومية,1/29/2026,26100400,قيد يومي,استثمار,50.5
SHK,6010101022,مصاريف عمولات زين كاش,1/29/2026,26100402,قيد يومي,اجور نقل معكرونة,0.35
SHK,6020101008,مصاريف نقل وشحن,1/29/2026,26100402,قيد يومي,اجور نقل معكرونة,80
SHK,6010101022,مصاريف عمولات زين كاش,1/29/2026,26100404,قيد يومي,تصميم موقع الكتروتي,0.35
SHK,6020101004,مصاريف دعاية وإعلان,1/29/2026,26100404,قيد يومي,تصميم موقع الكتروتي,500
SHK,6020101015,مصاريف تحميل وتنزيل,1/29/2026,26100405,قيد يومي,نضال,15
SHK,6010101024,مصاريف مواصلات,1/29/2026,26100406,قيد يومي,مواصلات علي دنون,15
SHK,6010101009,مصاريف متفرقة,1/29/2026,26100407,قيد يومي,نقل طمم,30
SHK,6010101026,مصاريف انترنت,1/29/2026,26100408,قيد يومي,انترنت,31.7
SHK,6020101010,مصاريف صيانة سيارات,1/31/2026,26100411,قيد يومي,ديفينول 15/40 20 لتر عدد 4,179.31
SHK,6020101017,مصاريف شحن سيارات,1/31/2026,26100412,قيد يومي,شحن سيارة رقم 46436 - 37,4.1
SHK,6020101013,مصاريف بيعية,1/31/2026,26100414,قيد يومي,عمولة شهر 11,539
SHK,6010101007,مصاريف مياه,1/31/2026,26100414,قيد يومي,مياه مكتب المقابلين,10
SHK,6010101022,مصاريف عمولات زين كاش,1/31/2026,26100414,قيد يومي,عمولة,0.35
SHK,6010101009,مصاريف متفرقة,1/31/2026,26100414,قيد يومي,خدمات مجمع المقابلين,25
SHK,6010101003,مصاريف النظافة,1/31/2026,26100414,قيد يومي,تنظيف مكتب المقابلين,30
SHK,6020101013,مصاريف بيعية,1/31/2026,26100414,قيد يومي,عمولة شهر 10,616
SHK,6010101004,مصاريف ضيافة,2/1/2026,26100417,قيد يومي,قهوة عربية + كرتونة مياه عدد 10,16.5
SHK,6010101003,مصاريف النظافة,2/1/2026,26100418,قيد يومي,ف/رقم 1268,19.082
SHK,6010101023,مصاريف سفر واقامة وتنقلات,2/1/2026,26100421,قيد يومي,مصاريف سفر,130
SHK,6010101022,مصاريف عمولات زين كاش,2/1/2026,26100421,قيد يومي,مصاريف سفر,0.35
SHK,6010101022,مصاريف عمولات زين كاش,2/1/2026,26100423,قيد يومي,مصاريف بريد,0.35
SHK,6020101020,مصاريف بريد,2/1/2026,26100423,قيد يومي,مصاريف بريد,72
SHK,6020101016,مصاريف قبان,2/1/2026,26100424,قيد يومي,قبان القصراوي,2
SHK,6010101018,مصاريف قرطاسية ومطبوعات,1/29/2026,26000180,فاتورة مشتريات,A/P Invoices - LV0000109,25.862
SHK,6010101012,مصاريف لوازم مستهلكة,2/1/2026,26100425,قيد يومي,اصلاح رسيفر الكاميرات,8.621
SHK,6020101014,خصم مسموح به,1/31/2026,26100429,قيد يومي,علف,-1719.3
SHK,6010101017,مصاريف عينات,2/1/2026,26100432,قيد يومي,فاتورة عينات,21.2
SHK,6020101008,مصاريف نقل وشحن,2/1/2026,26100434,قيد يومي,نقل للعقبة,25
SHK,6020101015,مصاريف تحميل وتنزيل,2/1/2026,26100436,قيد يومي,نضال,34
SHK,6010101021,مصاريف عمولات بنكية,2/2/2026,26100440,قيد يومي,تحويل لزين كاش,0.7
SHK,6010101021,مصاريف عمولات بنكية,2/2/2026,26100440,قيد يومي,تحويل لزين كاش,0.7
SHK,6020101019,مصاريف منسقين,2/2/2026,26100443,قيد يومي,اجور منسق,15
SHK,6020101017,مصاريف شحن سيارات,2/2/2026,26100445,قيد يومي,شحن سيارة اؤي السيد رقم 59880-44,29.25
SHK,6020101019,مصاريف منسقين,2/2/2026,26100448,قيد يومي,منسق ياسر الحسامي,50
SHK,6020101010,مصاريف صيانة سيارات,2/2/2026,26100450,قيد يومي,غسيل سيارة امجد زكي,4
SHK,6020101010,مصاريف صيانة سيارات,2/2/2026,26100451,قيد يومي,اصلاح بنشر سيارة رقم 25797-42,3
SHK,6010101004,مصاريف ضيافة,2/2/2026,26100456,قيد يومي,مصاريف سيارة وغداء مصور,20
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100461,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100461,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100461,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100461,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100461,قيد يومي,عمولات شيكات مؤجلة,1.4
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100461,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100461,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100461,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100461,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100461,قيد يومي,عمولات,1
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100466,قيد يومي,عمولات,6.997
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100466,قيد يومي,عمولات,6.997
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100466,قيد يومي,عمولات,6.997
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100466,قيد يومي,عمولات,6.997
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26001714,قيد يومي,عمولات(Reversal) - 2973,-6.997
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26001714,قيد يومي,عمولات(Reversal) - 2973,-6.997
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26001714,قيد يومي,عمولات(Reversal) - 2973,-6.997
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26001714,قيد يومي,عمولات(Reversal) - 2973,-6.997
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100467,قيد يومي,عمولات,6.997
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100467,قيد يومي,عمولات,6.997
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100467,قيد يومي,عمولات,6.997
SHK,6010101021,مصاريف عمولات بنكية,1/31/2026,26100467,قيد يومي,عمولات,6.997
